82	3	Can you tell me what state that is?	You can find it at Finders Corner Newmarket road	none	international	none
82	4	can I have the address please?	The missing sock is on the east side of our city, in our state.	none	international	none
82	5	Ok thank you for the information that is all	This Mising Sock is at Finders Corner, Newmarket Road	none	international	none
83	0	I am looking for a restaurant serving spanish food, please. 		none	spanish	none
83	1	Please provide address and postcode.	La Tasca is a moderately priced Spanish restaurant in Centre. 	none	spanish	none
83	2	That is all. Thank you, goodbye.	The address is 14 -16 Bridge Street and the postcode is C.B 2, 1 U.F  Is there anything else I can help you with?	none	spanish	none
84	0	hello, i'm looking for a restaurant that serves turkish food		none	turkish	none
84	1	I don't really like that restaurant. Can you provide me with another option and their address and number?	Try anatolia in the centre part of town.	none	turkish	none
84	2	Great, thanks!	Efes Bar Restaurant is moderately priced. Their address is King Street City Centre, and phone number is 01223 500005.	none	turkish	none
84	3	That will do - thanks again.	You're welcome. Is there anything else I can assist you with?	none	turkish	none
85	0	Any Caribbean restaurants in the east part of town?		east	caribbean	none
85	1	How about Chinese food. I also need the address, phone number and postcode. 	I'm sorry, I'm unfortunately unable to find any Caribbean restaurant on the east side of town. Can I look for another type of restaurant?	east	chinese	none
85	2	Thank you so much. You have been a great help to me today. I really appreciate all of your help.	Yu Garden 529 Newmarket Road Fen Ditton phone 01223 248882 postcode C.B 5, 8 P.A	east	chinese	none
86	0	Is there a cheap place in the north part of town? 		north	none	cheap
86	1	Italian, please. Can you give me the address?	There are two restaurants that meet your specification. One is Italian and the other is Indian. Which would you prefer?	north	italian	cheap
86	2	What is the phone number please?	da vinci pizzeria is in the north part of town their address is 20 Milton Road Chesterton.	north	italian	cheap
86	3	No that will be it.  Thank you 	da vinci pizzeria's phone number is 01223351707. Can I help you with anything else? 	north	italian	cheap
87	0	Can you find a moderately priced restaurant in the west? I need the address and phone number please.		west	none	moderate
87	1	Okay, thank you.	I recommend meghna, a moderately priced Indian restaurant. The phone number is 01223 727410 and it is located at 205 Victoria Road, Chesterton.	west	none	moderate
87	2	Thank you very much.  Goodbye	You're welcome. Goodbye	west	none	moderate
88	0	I'm looking for a restaurant on the west end that serves crossover food.		west	crossover	none
88	1	Any Italian?	I can't find any restaurants that serve crossover food. I found some Asian and some British restaurants in the west end.	west	italian	none
88	2	Can I have the phone number to Prezzo?	Yes, la margherita and prezzo.	west	italian	none
88	3	We're all set, thanks and bye!	The phone number is 01799521260. Is there anything else I can help you with?	west	italian	none
89	0	I'm looking for a cheap Italian restaurant. I need an address for it too		none	italian	cheap
89	1	North is fine.	ok I have listings in the town Centre, North, and West. 	north	italian	cheap
89	2	What is the postcode?	ok I have Da Vince Pizzeria on the North side at 20 Milton Road in Chesterton.	north	italian	cheap
89	3	ok great that's all I need. Thanks so much and goodbye!	The postcode is C.B 4, 1 J.Y	north	italian	cheap
90	0	May have the name of a moderately priced restaurant in the south part of town? 		south	none	moderate
90	1	I don't care. 	There are two restaurants in the south part of town and in the moderate price range. What kind of food would you like?	south	dontcare	moderate
90	2	Is there anything else?	Restaurant alimentum is the other moderate priced restaurant in the south of town	south	dontcare	moderate
90	3	What is the postcode?	pizza hut cherry hinton is located in the south part of town and is in the moderate price range.  Their phone number is 01223 323737 and they are located at G4 Cambridge Leisure Park Clifton Way Cherry Hinton.  	south	dontcare	moderate
90	4	That is it. Thank you.	My apologies. The postcode is C.B 1, 7 D.Y. Is there anything else I could help you with today?	south	dontcare	moderate
91	0	I'd like a restaurant in the north part of town that is in the medium price range.		north	none	moderate
91	1	I don't care 	What type of food are you looking for?	north	dontcare	moderate
91	2	is there another one as well?	The golden wok serves Chinese food, is located in the north part of town and in the moderate price range.	north	dontcare	moderate
91	3	Yes could you give me the phone number for The Nirala?	Yes, there is also The Nirala which is an Indian restaurant.  Would you be interested in more information on that one?	north	dontcare	moderate
91	4	Which part of town it is in ?	Their number is 01223 360966.	north	dontcare	moderate
91	5	Thank you goodbye.	it is located in the north part of town	north	dontcare	moderate
92	0	Can you get me the phone number for a high class restaurant that serves french food?		none	french	expensive
92	1	Thank you very much!	Cote serves french food in the centre of town.  The phone number is 01223 311053.	none	french	expensive
93	0	hello, i'm looking for a restaurant in the north part of town with cheap food.		north	none	cheap
93	1	Thank you.  What type of cuisine is this, and what is the address of the restaurant?	Give Royal Spice a try.	north	none	cheap
93	2	Thank you, goodbye.	Royal Spice is Indian food.  The address is Victoria Avenue, Chesterton CB4, 1EH.  Can I help you with anything else?	north	none	cheap
94	0	 I am looking for a moderately priced restaurant and it should be in the west part of town. Can you please advise address and postcode? 		west	none	moderate
94	1	No i do not have a preference, can you please list them out	there are a few. do you have any ideas of what type of food you wanted to eat?	west	none	moderate
94	2	Please give me address and postcode for Prezzo.	Meghna is Indian, Prezzo is Italian, and Saint Johns Chop House is British.  Which are you interested in?	west	none	moderate
94	3	No, thank you very much for helping me.	Prezzo can be reached at   01799 521260 21 - 24 Northampton Road. May I help you with any thing else?	west	none	moderate
95	0	I want an old fashioned inexpensive meal.		none	traditional	cheap
95	1	How about any portuguese restaurants? Do you have the address to any of those?	I'm not showing any traditional restaurants. Is there a type of food your looking for such as American or European?	none	portuguese	cheap
95	2	No, but try south.	Sure we have two, one in the south and one in the centre. Do you have a preference? 	south	portuguese	cheap
95	3	May I have the address please?	Cambridge Leisure Park Clifton Way	south	portuguese	cheap
95	4	Thank you.	Yes, the address is Cambridge Leisure Park Clifton Way. Phone is 01223 327908 and Postcode is C.B 1, 7 D.Y, if you need it.	south	portuguese	cheap
96	0	I'm trying to find a moderately priced restaurant in the north part of town.  		north	none	moderate
96	1	Is there anything else?  If so, please give the address and the phone number.	the nirala is a moderately priced restaurant in the north part of town.	north	none	moderate
96	2	Nothing else. thank you . good bye	The golden wok is also a moderately priced restaurant in the north part of town, they are located at 191 Histon Road Chesterton and their phone number is 01223 350688. How else may I assist you?	north	none	moderate
97	0	hello, i'm looking for a restaurant that serves canapes food		none	canapes	none
97	1	How about Indian then on the east side?	I don't see any. Any other cuisine options?	east	indian	none
97	2	Can you give me the address?	pipasha restaurant is an indian restaurant on the east side.	east	indian	none
97	3	And the number?	Newmarket Road Fen Ditton	east	indian	none
97	4	No, that will be all. Thank you, bye.	Sure their phone number is 01223 577786. Can I help you with anything else?	east	indian	none
98	0	hello, i'm looking for a place to eat that has fair prices		none	none	moderate
98	1	Are any in the South part of town?	I would recommend Golden Wok on HIston, or Curry Prince on Newmarket.	south	none	moderate
98	2	Do you have an address? 	On the south part of town, there is pizza hut cherry hinton and restaurant alimentum.	south	none	moderate
98	3	What is the address for Pizza Hut?	Which one would you like information for. Pizza Hut is Italian and Restaurant Alimentum is modern European.	south	none	moderate
98	4	What is the address for the Restaurant Alimentum?	 is located at G4 Cambridge Leisure Park Clifton Way Cherry Hinton. may I help you with anything ese ?	south	none	moderate
98	5	No that should be all, thank you for your help!	Restaurant Alimentum is located at 152 - 154 Hills Road. Will there be anything else I can assist you with today?	south	none	moderate
99	0	Hello! I am looking for the address and phone number of a Lebanese restaurant in the Centre.		centre	lebanese	none
99	1	Thank you, goodbye.	Ali Baba is a Lebanese restaurant in the Centre area. Its address is 59 Hills Road City. Phone number is 01462 432565	centre	lebanese	none
100	0	I want to visit an expensive restaurant in the south part of town. I need the address, phone number, and type of food.		south	none	expensive
100	1	Mexican will be fine. Could I have the address and phone please? 	There are five expensive restaurants available in the south part of the city.  Mexican, Italian, Indian, and two Chinese restaurants are available.  What type of food would you like?	south	mexican	expensive
100	2	Thank you. Goodbye.	Chiquito restaurant bar is a mexican restaurant located in the south part of town in the expensive price range.  Their phone number is 01223 400170 and their address is 2G Cambridge Leisure Park Cherry Hinton Road Cherry Hinton.	south	mexican	expensive
101	0	I'm looking for an expensive seafood place.		none	seafood	expensive
101	1	Yes I would.	There is one expensive seafood restaurant called Loch Fyne,  at The Little Rose 37, Trumpington Street.  Would you like their phone number?	none	seafood	expensive
101	2	which area is it located in?	The number is 01223 362433. Can I help you with anything else?	none	seafood	expensive
101	3	no that's all. Thank you very much !	it is located in the center area? can i help you with anything else?	none	seafood	expensive
102	0	I want to find a place that serves halal food.  Can you help me?  Not too expensive, please.		none	halal	moderate
102	1	How about European food instead?	I cannot find any restaurants serving halal food. Would you like something different?	none	european	moderate
102	2	That sounds good.  may I have their address and postcode, please? 	The River Bar Steakhouse and Grill is a modern European restaurant that looks like the least expensive option available.  It is located in the centre of town.  How does that sound?	none	european	moderate
102	3	Thank you goodbye.	The river bar is located at Quayside Off Bridge Street. The postcode is C.B 5, 8 A.Q.	none	european	moderate
103	0	I want to find a cheap restaurant and serves australasian food.		none	australasian	cheap
103	1	portuguese food	There are no restaurants serving Australasian food. Would you like something else? 	none	portuguese	cheap
103	2	I don't care	There are two restaurants available, nandos and nandos city centre. One is in the south and one is in the centre.	dontcare	portuguese	cheap
103	3	Sounds great, what is their address?	How about nandos? It is a cheap restaurant on Cambridge Leisure Park Clifton Way	dontcare	portuguese	cheap
103	4	Thank you and goodbye!	The address is Cambridge Leisure Park Clifton Way, C.B 1, 7 D.Y.	dontcare	portuguese	cheap
104	0	I need the address and phone number of a restaurant in the east part of town that serves british food		east	british	none
104	1	Thank you, goodbye.	The Grafton Hotel is the only option for british food that is located on the east end of town. It is located at 619 Newmarket Road Fen Ditton, and the phone number is 01223 241387	east	british	none
105	0	I need information on really good french food.		none	french	none
105	1	Can you tell me the phone number?	I would recommend Cote, the serve French food in the expensive price range and is located in the Centre area.	none	french	none
105	2	Thank you very much!	01223 311053	none	french	none
106	0	I need a south restaurant with some greek food.		south	greek	none
106	1	No, any price range is fine.	Is there a specific price range you are looking for?	south	greek	dontcare
106	2	How about italian? 	I'm sorry, but there are no Greek restaurants in the south part of town.	south	italian	dontcare
106	3	phone number and postcode, please.	frankie and bennys is an italian restaurant in the south part of town.  Would you like their location?  	south	italian	dontcare
106	4	Thank you goodbye.	The postcode is C.B 1, 7 D.Y and the phone number is 01223 412430	south	italian	dontcare
106	5	Thank you goodbye. 	Okay thank you 	south	italian	dontcare
107	0	Hello, I need some French food. Any price range is fine.		none	french	dontcare
107	1	What is the address and phone number?	Cote is an expensive French restaurant in the city centre.	none	french	dontcare
107	2	Thank you, goodbye.	Cote is located on Bridge Street City Centre, and their phone number is 01223 311053. Is there anything else I can help you with? 	none	french	dontcare
108	0	I am looking for a restaurant in the city centre.		centre	none	none
108	1	I would like a restaurant that serves Unusual food.  If there is not a restaurant like that, I would like one that serves Thai food.  Please provide me with the address and phone number .	I found many restaurants in the city. Is there a particular type of cuisine you would like to try?	centre	unusual	none
108	2	Thanks!	How about Bangkok City? The phone number is 01223 354382 and the address is 24 Green Street City Centre.	centre	thai	none
109	0	I want a cheap restaurant in the north.		north	none	cheap
109	1	I'd like the address and phone number for Royal Spice please.	I would recommend either Da Vinci pizza on Milton, or Royal Spice on Victoria.	north	none	cheap
109	2	Thank you very much, goodbye. 	Royal spice is on Victoria Avenue  in Chesterton.  The phone is 01733 553355.	north	none	cheap
110	0	I want a chinese restaurant in the east part of town.		east	chinese	none
110	1	Can you tell me the phone number?	We recommend Yu Garden.  Their address is 529 Newmarket Road in Fen Ditton.	east	chinese	none
110	2	Perfect. Thanks for your help!	The phone number is 01223 248882.	east	chinese	none
111	0	I want to find a restaurant in the east part of town. It serves chinese food. What is the address, phone number, and postcode?		east	chinese	none
111	1	Thank you goodbye. 	Yu Garden is a Chinese restaurant in the east part of town. Their address is 529 Newmarket Road Fen Ditton, phone number 01223 248882 and postcode C.B 5, 8 P.A.	east	chinese	none
112	0	I am looking for some seafood - what can you tell me?		none	seafood	none
112	1	What is the phone number, and the price range?	Try loch fyne in the centre area.	none	seafood	none
112	2	thank you, goodbye	Their phone number is 01223 362433, and it is on the expensive side	none	seafood	none
113	0	I am looking for an expensive restaurant in the south part of town. 		south	none	expensive
113	1	I would prefer Mexican	There are five restaurants in the expensive category in that area. Would you prefer Mexican, Italian, Chinese, or Indian?	south	mexican	expensive
113	2	What is the address and phone number?	Chiquito Restaurant Bar serves expensive Mexican food in the south part of town.  Would you like more info?	south	mexican	expensive
113	3	Thank you goodbye. 	The address for the Mexican restaurant chiquito restaurant bar is 2G Cambridge Leisure Park Cherry Hinton Road Cherry Hinton and their phone number is 01223 400170.	south	mexican	expensive
114	0	What's a decent, moderately priced place in the east end?		east	none	moderate
114	1	What is the phone number, address and postcode for the Curry Prince?	Curry Prince is a moderately priced place in the east end.	east	none	moderate
115	0	Hello, I am looking for an expensive restaurant that serves Australian food. 		none	australian	expensive
115	1	What about British food?	There are no records matching your request for an expensive restaurant serving Australian food. May I help you find a different restaurant? 	none	british	expensive
115	2	Could I have the phone number for one of the restaurants?	There are six restaurants matching your query. One of them is travellers rest.	none	british	expensive
115	3	Thanks, goodbye.	there phone number is 01223352500 is there anything else i can help you with?	none	british	expensive
116	0	I want to find a restaurant in any part of town and serves malaysian food.		dontcare	malaysian	none
116	1	north american, please. Give me their price range and their address and phone number, please.	There are no Malaysian restaurants. Would you like something different?	dontcare	north american	none
116	2	Thank you, goodbye	gourmet burger kitchen is in the expensive price range their phone number is 01223 312598 and their address is Regent Street City Centre	dontcare	north american	none
117	0	I would like a moderately priced restaurant that serves english food		none	english	moderate
117	1	European food that is moderately priced please.	There are no restaurants that fit your desired criteria. Is there another cuisine type or price range?	none	european	moderate
117	2	What is the address and postcode?	galleria serves european food and is in the moderate price range.  Would you like their location? 	none	european	moderate
117	3	That is it. Thank you.	The address for Galleria is 33 Bridge Street and the postcode is C.B 2, 1 U.W. Can I help you with anything else?	none	european	moderate
118	0	I'm looking for a restaurant that serves international food.		none	international	none
118	1	I don't care.	There are several restaurants serving international food.  Would you prefer one in the centre or east part of town? 	dontcare	international	none
119	0	I am looking for a restaurant in the north part of town that serves brazilian food.		north	brazilian	none
119	1	How about Spanish or Portuguese food?	There are no mathcing records found for that request	north	portuguese	none
119	2	I would like to try indian food in the north part of town. 	There are no matching records found for that request.	north	indian	none
119	3	I would like their phone number and address, please.	Royal Spice is an Indian restaurant in the north of town, and is in the cheap price range.	north	indian	none
119	4	Thank you goodbye	Their phone number is 01733 553355 and their address is Victoria Avenue Chesterton C.B 4, 1 E.H	north	indian	none
120	0	I would like a cheap Mexican restaurant, please.		none	mexican	cheap
120	1	I don't care	What part of town would you like to dine in?	dontcare	mexican	cheap
120	2	Is there any Cheap vietnamese locations?	I'm sorry, but our only Mexican restaurant is expensive.  Would you like more information or could I search for another type of restaurant for you?	dontcare	vietnamese	cheap
120	3	May I get the phone number of Thank binh, please?	Thanh binh is a cheap vietnamese restaurant. 	dontcare	vietnamese	cheap
120	4	No, I believe that it's. Thanks for your help.	The phone number for thanh binh is 01223 362456.  May I help you with anything else today? 	dontcare	vietnamese	cheap
121	0	I would like an expensive restaurant in the south part of town		south	none	expensive
121	1	Is there anything else?	Chiquito Restaurant Bar is an expensive restaurant on the South part of town. Would you like the phone number?	south	none	expensive
121	2	I need the address.	Peking Restaurant is a Chinese restaurant located in the south part of town and is expensive price range.  Do you need any additional information?	south	none	expensive
121	3	No. this is it. thank you so much 	Peking is at 10 Homerton Street City Centre.  Do you need their phone number?	south	none	expensive
122	0	I'm looking for a gastropub restaurant in the area.		none	gastropub	none
122	1	Not too expensive.  Could I get the phone number and post code please	There are three gastropubs in the centre and one in the east. Do you have a preference of area or price range?	none	gastropub	moderate
122	2	Thank you.	The cheapest is a moderately priced gastropub called the cow pizza kitchen and bar. The phone number is 01223 308871 and postcode is C.B 2, 3 Q.F	none	gastropub	moderate
123	0	Are there any Lebanese restaurants in the city?		none	lebanese	none
123	1	Can I have the phone number please.	ali baba is a nice lebanese place in the centre.	none	lebanese	none
123	2	Thank you, goodbye.	Their phone number is 01462 432565.  Is there anything else I can help you with today? 	none	lebanese	none
124	0	I am looking for an expensive restaurant that is in the east part of town.		east	none	expensive
124	1	No, not that one. I'd like to know if there's anything else please.	The grafton hotel restaurant serves british food in the east part of town and is in the expensive price range. 	east	none	expensive
124	2	I would like to know the address and phone number of pipasha restaurant and the type of food they serve	I would recommend pipasha restaurant, a nice indian restaurant in the east.	east	none	expensive
124	3	Thanks for the info! 	The address is at Newmarket Road Fen Ditton and the phone number is 01223 577786. The restaurant serves indian food.	east	none	expensive
125	0	I'm looking for a cheap restaurant in the west part of town.		west	none	cheap
125	1	Yes please.	I found a Vietnamese and Italian cheap restaurant in the west side of town.  Would you like the phone number or address of either?	west	none	cheap
125	2	Thank you. 	La Margherita is the italian restaurant located at 15 Magdalene St City Centre.  Its phone number is 01223315232.  Thanh Binh is the vietnamese restaurant located at 17 Magdalene Street City Centre.  Its phone number is 01223362456.	west	none	cheap
125	3	Goodbye.	You're welcome	west	none	cheap
126	0	I want a jamaican food restaurant in the centre part of town.		centre	jamaican	none
126	1	Are there any International restaurants in the centre? 	There are no jamaican restaurants in the center part of town. Do you have another cuisine or area preference?	centre	international	none
126	2	I don't care. 	There are two international restaurants in the centre area, both moderately priced.  Would you like their addresses?	centre	international	none
126	3	What is the phone number and price range?	May I recommend Bloomsbury Restaurant which is an International restaurant in the centre and is moderately priced?	centre	international	none
126	4	Thank you. That sounds good.	Bloomsbury Restaurant is moderately priced, and you can reach them at 0871 942 9180.	centre	international	none
126	5	Thank you goodbye.	Thank you for using our system. Would you like anything else? 	centre	international	none
127	0	I would like a restaurant in the west part of town.		west	none	none
127	1	English food, please.	There are 14 restaurants that are in the west area of town. What kind of food would you like?	west	english	none
127	2	How about british food?	No restaurants serving English food are located in the west part of town. Would you like me to check for a different location or cuisine?	west	british	none
127	3	Yes, please. And can you also give me their phone number?	Graffiti is a British restaurant located in the west part of town and in the expensive price range.   Would you like their address?	west	british	none
127	4	I need the address, too. 	Certainly. The phone number for Graffiti is 01223 277977 and address is hotel felix whitehouse lane huntingdon road .	west	british	none
127	5	Thank you goodbye. 	The address is Hotel Felix Whitehouse Lane Huntingdon Road	west	british	none
128	0	Hello, I am looking for a cheap restaurant that serves Malaysian food. 		none	malaysian	cheap
128	1	How about Italian food?	No matches found for cheap Malaysian food	none	italian	cheap
128	2	I don't care. 	What area would you like the restaurant to be in?	dontcare	italian	cheap
128	3	address and phone number please	zizzi cambridge is a cheap Italian restaurant in the Cambridge area	dontcare	italian	cheap
128	4	Thank you, goodbye.	Zizzi Cambridge in the centre of the city. They are located at 47-53 Regent Street and their phone number is 01223 365599. 	dontcare	italian	cheap
129	0	Hi, I'm looking for a Persian restaurant in the north part of the city.		north	persian	none
129	1	How about asian oriental food?	Unfortunately there are no Persian restaurants in the city. Would you like to try a different cuisine?	north	asian oriental	none
129	2	Could you tell me the address and phone number please?	Saigon city serves Asian oriental food, is in the north part of town and in the expensive price range.	north	asian oriental	none
129	3	That's it. Thank you, goodbye	Of course. Their phone number is 01223 356555 and they are located at 169 High Street Chesterton Chesterton. Is there anything else I can help you with?	north	asian oriental	none
130	0	I'd like to dine at a restaurant in the west part of town. Can you help me find one?		west	none	none
130	1	Moderately priced.	I would be happy to help you.  There are several restaurants located in the west part of town.  Would you prefer a expensive, moderate or cheap restaurant? 	west	none	moderate
130	2	yes please give me the phone number and address of it .	There is a very tasty Indian restaurant in the moderate range. It is called Meghna. Would you like their information?	west	none	moderate
130	3	No, thank you goodbye	Meghna is located on the west side of town at 205 Victoria Road Chesterton and the phone number is 01223 727410.  Is there any other information you needed?	west	none	moderate
130	4	Bye!	Your welcome, goodbye.	west	none	moderate
131	0	I'm looking for a moderately priced Japanese restaurant.		none	japanese	moderate
131	1	How about modern european food? 	I'm sorry, but there is no restaurant serving Japanese food and in the moderate price range. Would you like to try another type of food or a different price range?	none	modern european	moderate
131	2	I do not have a preference, please make a suggestion. 	There are 3 restaurants serving modern European food and in the moderate price range. Would you like the south or centre part of town?	dontcare	modern european	moderate
131	3	Thank you. Goodbye.	de luca cucina and bar serves modern european food and is in the moderate price range.  Their phone number is 01223 356666 and they are located at 83 Regent Street 	dontcare	modern european	moderate
132	0	I am looking for an Indian restaurant on the east part of town. 		east	indian	none
132	1	nothing cheap	Yes, we have many nice selections to choose from. Is there a particular price range you are hoping to stay within?	east	indian	none
132	2	Can you give me a location for one of them?	There are four restaurants all on the east side that serve Indian food.  Would you like to learn more about them?	east	indian	none
132	3	Hmmm, anything else?	There is the Curry Prince at 451 Newmarket Road Fen Ditton, postcode C.B 5, 8 J.J	east	indian	none
132	4	yeah that one sounds good. thank you.	Sure thing. Perhaps you'd be more interested in Sitar Tandoori, at 43 High Street Cherry Hinton? 	east	indian	none
133	0	I would like a cheap restaurant that serves vietnamese food		none	vietnamese	cheap
133	1	What is the address and phone number?	I found Thanh Binh in the west part of town.	none	vietnamese	cheap
133	2	Thank you goodbye. 	Thanh binh can be reached at 01223 362456 and it is located at 17 magdalene street city centre.	none	vietnamese	cheap
134	0	hello, i'm looking for a place to eat that serves spanish food		none	spanish	none
134	1	What is the phone number and address for La Raza?	We have two options for Spanish food in town, La Raza for cheaper prices and La Tasca for moderate ones. Would you like to know more about either of these? 	none	spanish	none
134	2	what is the address 	01223 464550	none	spanish	none
134	3	I think that will be all I need, thank you. 	The address is 4 - 6 Rose Crescent.  Anything else?	none	spanish	none
135	0	I want to find a restaurant in any area and servings persian food.		dontcare	persian	none
135	1	vietnamese, please. Give me their address and phone number as well.	Sorry, there are no restaurants serving Persian food available.  May I help you find a different sort of food?	dontcare	vietnamese	none
136	0	I'm looking for a cheap restaurant in the north part of town		north	none	cheap
136	1	indian address and phone number please 	I have found and Indian or an Italian restaurant. Do any of those sound good to you?	north	indian	cheap
136	2	Thank you!	The phone number is 01733 553355 and the address is Victoria Avenue Chesterton.	north	indian	cheap
137	0	I am looking for a restaurant that serves international food!		none	international	none
137	1	I don't care.	What area are you looking for?	dontcare	international	none
137	2	What is their address and phone number?	The Bloomsbury restaurant, serves international food.	dontcare	international	none
137	3	Is Bloomsbury restaurant in the moderate price range? 	Bloomsbury restaurant is located at Crowne Plaza Hotel 20 Downing Street and their phone number is 0871 942 9180. May I help you with anything else? 	dontcare	international	moderate
137	4	Can I get the postcode?	Yes, Bloomsbury restaurant is in the moderate price range.	dontcare	international	moderate
137	5	What is the address and phone number?	Bloomsbury restaurant has the C.B 2, 3 D.T postcode.	dontcare	international	moderate
137	6	That is all, thank you. 	The address for Bloomsbury restaurant is Crowne Plaza Hotel 20 Downing Street and the phone number is 0871 942 9180.  Can I help you with anything else?	dontcare	international	moderate
138	0	I am looking for an expensive restaurant that serves japanese food.		none	japanese	expensive
138	1	Yes, please.	There is one in the city center called Wagamam, would you like their address and telephone number?	none	japanese	expensive
138	2	thank you good bye	Wagamama  is located at 36 Saint Andrews Street, phone 01223 462354	none	japanese	expensive
139	0	I want to find a cheap restaurant in the north part of town.		north	none	cheap
139	1	Any type of restaurant will be fine. 	What food type are you looking for?	north	dontcare	cheap
140	0	I really want some mediterranean food, had some last week I'm craving again. 		none	mediterranean	none
140	1	no. I dont care. I just need a number	ok sure, I have three located in the centre. Does price matter?	none	mediterranean	dontcare
140	2	Great, thanks.	Try la mimosa.  Phone number 01223 36525	none	mediterranean	dontcare
140	3	No,	You're welcome, is there anything else I can help you with?	none	mediterranean	dontcare
141	0	I'm trying to find a restaurant that serves crossover food.  Can you recommend anything?		none	crossover	none
141	1	Anywhere really. 	What area were you looking for?	dontcare	crossover	none
141	2	I am looking for something in the expensive price range. 	Which price range are you looking for?	dontcare	crossover	expensive
141	3	Can I get an Italian restaurant? address and phone number please.	No restaurants match that request. Can I search for something different for you?	dontcare	italian	expensive
141	4	Thank you, goodbye	An expensive Italian restaurant is found in the center of town, Caffe Uno. The address is 32 Bridge Street City Centre. The phone number is 01223 448620.	dontcare	italian	expensive
142	0	I am looking for an expensive restaurant that is in the east part of town.		east	none	expensive
142	1	Address and phone number, please	Grafton hotel restaurant is an expensive restaurant in the east part of town serving british food. Would you like their location?  	east	none	expensive
142	2	Ok thank you and good bye 	Grafton Hotel 619 Newmarket road Fen Ditton.  The phone number is 01223 241387.	east	none	expensive
142	3	Goodbye.	You're welcome. Goodbye.	east	none	expensive
143	0	I want a cheap restaurant on the west side.		west	none	cheap
143	1	I'd like the address for a vietnamese place.	Any preference for cuisine? We have Italian and Vietnamese. 	west	vietnamese	cheap
143	2	Thank you - that will do.	Thanh binh's address is 17 Magdalene Street City Centre	west	vietnamese	cheap
144	0	Is there a thai restaurant in the centre of town? 		centre	thai	none
144	1	What is the address?	Yes, there is one Thai restaurant in that area. Would you like more details on this restaurant?	centre	thai	none
144	2	What is the phone number and price range?	the address is 24 green street city centre	centre	thai	none
144	3	No, that's all the information I needed. Thank you. Good bye.	Bangkok City is expensive. Their phone number is 01223 354382. Is there anything else I can help you find?	centre	thai	none
145	0	Hi, I'm looking for a good restaurant in the West part of town. 		west	none	none
145	1	postcode please	There is cambridge lodge restaurant on Cambridge Lodge Hotel 139 Huntingdon Road City Centre	west	none	none
145	2	No. Thank you.	The post code is C.B 3, 0 D.Q. Do you need any further information?	west	none	none
146	0	Hello there! I am looking for a restaurant that specializes in Swedish food.		none	swedish	none
146	1	Any	What area would you like?	dontcare	swedish	none
146	2	how about asian oriental?	There is no Swedish restaurant. Would you like to change your query?	dontcare	asian oriental	none
146	3	Do you have any moderately priced listings for asian oriental?	Charlie Chan has cheap chinese food located on Regent Street City Centre,  phone 01223 361763	dontcare	asian oriental	moderate
146	4	Yes please and the phone number as well. Thank you.	There is the Yippee Noodle Bar. Would you like the address?	dontcare	asian oriental	moderate
146	5	Excellent.  That is all I needed.  Have a good evening and thank you!	The address is  40428 King Street City Centre and the phone number is 01223 518111.	dontcare	asian oriental	moderate
147	0	I am looking for kosher food in the north part of town.		north	kosher	none
147	1	No, how about Indian food?	Sorry there are no locations for Kosher food in the North area. Would you like me to search another area?	north	indian	none
147	2	What are their price ranges?	I located two: the nirala and royal spice.	north	indian	none
147	3	Give me the address and number for The Nirala please.	The Royal Spice is cheap.  The Nirala is a moderately priced restaurant.	north	indian	none
147	4	no thank you!	7 Milton Road Chesterton 01223 360966.  Is there anything else I can help you  with?	north	indian	none
148	0	Hello, I am looking for an expensive restaurant that serves european food.		none	european	expensive
148	1	Great! Can I have their address and phone number?	Eraina in the west part of town serves expensive european food.	none	european	expensive
148	2	Thank you goodbye.	Eraina is located at Free School Lane City Centre, and their phone number is 01223 368786	none	european	expensive
149	0	I'd like to find an east side restaurant that is expensive. 		east	none	expensive
149	1	Chinese food sound good.	There are five restaurants matching your request. What kind of food would you like?	east	chinese	expensive
149	2	What is their address and postcode?	yu garden serves chinese food, is in the east part of town and is in the expensive price range.  Would you like their location? 	east	chinese	expensive
149	3	Thank you goodbye.	yu garden chinese east expensive 01223 248882 529 Newmarket Road Fen Ditton C.B 5, 8 P.A	east	chinese	expensive
150	0	I am looking for a panasian restaurant in the south side of town.  If there aren't any maybe chinese.  I need an address and price range.		south	panasian	none
150	1	Let's try cheap Chinese restaurant. Can I get an address?  	There is an expensive and a cheap Chinese restaurant in the south. Which would you prefer?	south	chinese	cheap
150	2	Thank you goodbye.	of course, it's Cambridge Leisure Park Clifton Way Cherry Hinton	south	chinese	cheap
151	0	Hello. I need a moderately priced restaurant in the west side.		west	none	moderate
151	1	May I have the address of the saint johns chop house please?	You should try meghna, prezzo, or saint johns chop house.	west	none	moderate
151	2	No, that will be it.  Thank you.	The address of Saint Johns Chop House is 21-24 Northampton Street.  Can I give you any more information?	west	none	moderate
152	0	I am looking for a restaurant in the west part of town serving corsica food. 		west	corsica	none
152	1	No Thank You	There are no such restaurants. Would you like to make another query?	west	corsica	none
152	2	Thank you good bye.	We have a couple of Italian restaurants in the west.  Would you like information on those?	west	corsica	none
153	0	I'm looking for unusual food in the south part of town.		south	unusual	none
153	1	I have no preference. 	what price range do you prefer ?	south	unusual	dontcare
153	2	What about Italian food?	There are no restaurants in the south part of town serving unusual type food.	south	italian	dontcare
